,record_id,user_id,age,gender,region_name,urban_level,is_internet_user,isp,connection_type,tariff_name,daily_hours,usage_purpose,monthly_cost_egp,download_speed_mbps,year,Reason_Not_Using_Internet,Age_Group,Internet_Speed_In_Region
2665,2666,2666,22,Female,Giza,0.9,1,WE,Fixed Broadband,WE Start,6.7,Streaming,140,10,2020,IS_Internet_User,15-24,17.1
2666,2667,2667,23,Male,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 20GB,7.5,Social Media,130,15,2016,IS_Internet_User,15-24,13.7
2667,2668,2668,48,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.6,Communication,120,10,2022,IS_Internet_User,45-54,14.0
2668,2669,2669,51,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,4.0,News,260,25,2023,IS_Internet_User,45-54,14.0
2669,2670,2670,25,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,4.9,Streaming,120,10,2022,IS_Internet_User,25-34,12.0
2670,2671,2671,63,Female,Upper Egypt,0.4,0,Vodafone,,,0.0,,0,0,2017,No perceived need,55+,12.0
2671,2672,2672,46,Male,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2017,Physical disability,45-54,15.8
2672,2673,2673,32,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.2,Work,200,20,2016,IS_Internet_User,25-34,15.8
2673,2674,2674,39,Male,Delta,0.6,0,Orange,,,0.0,,0,0,2016,No internet coverage,35-44,14.0
2674,2675,2675,58,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,1.9,News,450,40,2015,IS_Internet_User,55+,14.0
2675,2676,2676,35,Male,Giza,0.9,0,No is Sim Owner,,,0.0,,0,0,2023,Cannot afford device,35-44,17.1
2676,2677,2677,23,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,5.0,Social Media,350,30,2024,IS_Internet_User,15-24,14.0
2677,2678,2678,25,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.0,Streaming,450,40,2015,IS_Internet_User,25-34,14.0
2678,2679,2679,19,Female,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 80GB,6.6,Social Media,410,40,2021,IS_Internet_User,15-24,13.7
2679,2680,2680,24,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 20GB,6.2,Streaming,120,10,2022,IS_Internet_User,15-24,13.7
2680,2681,2681,73,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,2.4,News,260,25,2016,IS_Internet_User,55+,15.8
2681,2682,2682,31,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2018,Low digital literacy,25-34,12.0
2682,2683,2683,22,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Gold,6.3,Social Media,700,100,2018,IS_Internet_User,15-24,15.8
2683,2684,2684,27,Male,Alexandria,0.92,0,Etisalat,,,0.0,,0,0,2023,No perceived need,25-34,13.7
2684,2685,2685,73,Male,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2024,Cannot afford device,55+,14.0
2685,2686,2686,52,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.2,News,200,20,2017,IS_Internet_User,45-54,15.8
2686,2687,2687,15,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.4,Gaming,260,25,2016,IS_Internet_User,15-24,15.8
2687,2688,2688,57,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,2.5,News,410,40,2019,IS_Internet_User,55+,12.0
2688,2689,2689,26,Male,Upper Egypt,0.4,0,Orange,,,0.0,,0,0,2018,No perceived need,25-34,12.0
2689,2690,2690,66,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,2.9,News,420,40,2017,IS_Internet_User,55+,14.0
2690,2691,2691,46,Male,Alexandria,0.92,0,WE,,,0.0,,0,0,2023,No perceived need,45-54,13.7
2691,2692,2692,53,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.1,News,410,40,2023,IS_Internet_User,45-54,12.0
2692,2693,2693,67,Male,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,2.9,News,140,15,2022,IS_Internet_User,55+,17.1
2693,2694,2694,40,Male,Delta,0.6,0,WE,,,0.0,,0,0,2024,No internet coverage,35-44,14.0
2694,2695,2695,22,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,7.5,Streaming,120,10,2015,IS_Internet_User,15-24,17.1
2695,2696,2696,19,Male,Alexandria,0.92,1,WE,Fixed Broadband,WE Silver,6.5,Social Media,400,50,2017,IS_Internet_User,15-24,13.7
2696,2697,2697,48,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Gold,3.8,News,700,100,2017,IS_Internet_User,45-54,15.8
2697,2698,2698,71,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,3.0,News,350,30,2024,IS_Internet_User,55+,14.0
2698,2699,2699,68,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 40GB,2.5,News,200,20,2024,IS_Internet_User,55+,13.7
2699,2700,2700,32,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,5.8,Social Media,120,10,2016,IS_Internet_User,25-34,15.8
2700,2701,2701,29,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,6.5,Streaming,350,30,2021,IS_Internet_User,25-34,15.8
2701,2702,2702,56,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,2.3,News,120,10,2023,IS_Internet_User,55+,14.0
2702,2703,2703,43,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 40GB,3.7,Streaming,240,25,2024,IS_Internet_User,35-44,14.0
2703,2704,2704,41,Female,Delta,0.6,0,WE,,,0.0,,0,0,2019,Low digital literacy,35-44,14.0
2704,2705,2705,34,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,5.2,Work,410,40,2015,IS_Internet_User,25-34,14.0
2705,2706,2706,63,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.3,Communication,150,15,2023,IS_Internet_User,55+,17.1
2706,2707,2707,65,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,1.8,News,200,20,2021,IS_Internet_User,55+,15.8
2707,2708,2708,29,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,5.8,Work,420,40,2019,IS_Internet_User,25-34,15.8
2708,2709,2709,43,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.1,Streaming,130,15,2017,IS_Internet_User,35-44,14.0
2709,2710,2710,49,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 80GB,3.6,News,410,40,2021,IS_Internet_User,45-54,15.8
2710,2711,2711,25,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Silver,5.8,Streaming,400,50,2024,IS_Internet_User,25-34,15.8
2711,2712,2712,28,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 80GB,5.2,Work,350,30,2018,IS_Internet_User,25-34,14.0
2712,2713,2713,21,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.1,Social Media,450,40,2020,IS_Internet_User,15-24,15.8
2713,2714,2714,27,Male,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Power,6.8,Work,340,50,2021,IS_Internet_User,25-34,15.8
2714,2715,2715,20,Male,Delta,0.6,0,Vodafone,,,0.0,,0,0,2020,Low digital literacy,15-24,14.0
2715,2716,2716,49,Male,Alexandria,0.92,1,Etisalat,Mobile Data,Etisalat Mix 40GB,4.1,News,230,25,2021,IS_Internet_User,45-54,13.7
2716,2717,2717,20,Male,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 80GB,6.7,Social Media,420,40,2024,IS_Internet_User,15-24,12.0
2717,2718,2718,21,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,6.0,Gaming,350,30,2023,IS_Internet_User,15-24,15.8
2718,2719,2719,27,Male,Delta,0.6,0,Etisalat,,,0.0,,0,0,2023,Low digital literacy,25-34,14.0
2719,2720,2720,33,Male,Delta,0.6,1,WE,Fixed Broadband,WE Gold,7.2,Streaming,700,100,2016,IS_Internet_User,25-34,14.0
2720,2721,2721,19,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.2,Social Media,450,40,2018,IS_Internet_User,15-24,17.1
2721,2722,2722,20,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,6.6,Social Media,350,30,2023,IS_Internet_User,15-24,12.0
2722,2723,2723,41,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.6,Streaming,120,10,2024,IS_Internet_User,35-44,14.0
2723,2724,2724,53,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,3.6,News,200,20,2020,IS_Internet_User,45-54,12.0
2724,2725,2725,40,Male,Upper Egypt,0.4,0,No is Sim Owner,,,0.0,,0,0,2016,Cannot afford device,35-44,12.0
2725,2726,2726,26,Female,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Extreme,6.2,Streaming,620,100,2020,IS_Internet_User,25-34,14.0
2726,2727,2727,18,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 80GB,6.8,Social Media,450,40,2016,IS_Internet_User,15-24,17.1
2727,2728,2728,70,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,1.7,Communication,150,15,2018,IS_Internet_User,55+,14.0
2728,2729,2729,41,Male,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.2,News,450,40,2023,IS_Internet_User,35-44,13.7
2729,2730,2730,44,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.8,News,150,15,2015,IS_Internet_User,35-44,17.1
2730,2731,2731,25,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,5.8,Work,260,25,2023,IS_Internet_User,25-34,14.0
2731,2732,2732,73,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,2.1,News,200,20,2023,IS_Internet_User,55+,15.8
2732,2733,2733,54,Female,Alexandria,0.92,1,Orange,Mobile Data,Orange Go 20GB,3.5,News,140,15,2019,IS_Internet_User,45-54,13.7
2733,2734,2734,60,Female,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Power,1.9,News,340,50,2022,IS_Internet_User,55+,14.0
2734,2735,2735,22,Female,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Gold,6.6,Social Media,700,100,2020,IS_Internet_User,15-24,12.0
2735,2736,2736,38,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2021,Cannot afford device,35-44,13.7
2736,2737,2737,59,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2021,Cannot afford device,55+,14.0
2737,2738,2738,21,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2021,No perceived need,15-24,12.0
2738,2739,2739,40,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,4.9,Work,200,20,2018,IS_Internet_User,35-44,15.8
2739,2740,2740,15,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,4.6,Gaming,200,20,2016,IS_Internet_User,15-24,12.0
2740,2741,2741,60,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,1.9,Communication,260,25,2022,IS_Internet_User,55+,15.8
2741,2742,2742,19,Male,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Extreme,6.3,Streaming,620,100,2016,IS_Internet_User,15-24,14.0
2742,2743,2743,26,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.5,Work,120,10,2023,IS_Internet_User,25-34,14.0
2743,2744,2744,23,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,6.5,Streaming,120,10,2016,IS_Internet_User,15-24,12.0
2744,2745,2745,42,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Gold,5.5,News,700,100,2018,IS_Internet_User,35-44,12.0
2745,2746,2746,57,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,1.9,Communication,200,20,2019,IS_Internet_User,55+,14.0
2746,2747,2747,32,Female,Delta,0.6,0,Orange,,,0.0,,0,0,2017,No internet coverage,25-34,14.0
2747,2748,2748,21,Female,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,4.9,Gaming,250,30,2018,IS_Internet_User,15-24,14.0
2748,2749,2749,32,Female,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 80GB,5.2,Work,450,40,2023,IS_Internet_User,25-34,13.7
2749,2750,2750,25,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 80GB,5.4,Social Media,420,40,2023,IS_Internet_User,25-34,17.1
2750,2751,2751,17,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,5.7,Social Media,350,30,2023,IS_Internet_User,15-24,15.8
2751,2752,2752,40,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,5.3,Work,200,20,2019,IS_Internet_User,35-44,17.1
2752,2753,2753,19,Male,Giza,0.9,1,Etisalat,Fixed Broadband,Etisalat Power,6.8,Streaming,340,50,2018,IS_Internet_User,15-24,17.1
2753,2754,2754,36,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 20GB,3.5,Work,140,15,2019,IS_Internet_User,35-44,12.0
2754,2755,2755,43,Male,Delta,0.6,1,Orange,Fixed Broadband,Orange Extra,5.0,Streaming,330,50,2022,IS_Internet_User,35-44,14.0
2755,2756,2756,69,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,3.0,News,140,15,2017,IS_Internet_User,55+,17.1
2756,2757,2757,70,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,2.0,News,350,30,2016,IS_Internet_User,55+,15.8
2757,2758,2758,32,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 80GB,5.1,Streaming,420,40,2024,IS_Internet_User,25-34,15.8
2758,2759,2759,31,Male,Upper Egypt,0.4,1,Orange,Fixed Broadband,Orange Extra,6.8,Work,330,50,2015,IS_Internet_User,25-34,12.0
2759,2760,2760,67,Male,Delta,0.6,1,Etisalat,Fixed Broadband,Etisalat Home,2.6,Communication,190,30,2019,IS_Internet_User,55+,14.0
2760,2761,2761,74,Male,Giza,0.9,0,Vodafone,,,0.0,,0,0,2019,No internet coverage,55+,17.1
2761,2762,2762,15,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,4.9,Social Media,350,30,2023,IS_Internet_User,15-24,12.0
2762,2763,2763,46,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 40GB,4.1,News,200,20,2021,IS_Internet_User,45-54,17.1
2763,2764,2764,30,Female,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.8,Work,260,25,2019,IS_Internet_User,25-34,17.1
2764,2765,2765,19,Male,Upper Egypt,0.4,0,WE,,,0.0,,0,0,2023,No perceived need,15-24,12.0
2765,2766,2766,30,Male,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,5.9,Streaming,350,30,2015,IS_Internet_User,25-34,13.7
2766,2767,2767,30,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,4.7,Work,130,15,2023,IS_Internet_User,25-34,14.0
2767,2768,2768,41,Female,Delta,0.6,0,Vodafone,,,0.0,,0,0,2024,No internet coverage,35-44,14.0
2768,2769,2769,23,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,6.3,Streaming,350,30,2020,IS_Internet_User,15-24,15.8
2769,2770,2770,22,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.4,Streaming,260,25,2017,IS_Internet_User,15-24,15.8
2770,2771,2771,19,Male,Cairo,0.95,0,WE,,,0.0,,0,0,2024,Low digital literacy,15-24,15.8
2771,2772,2772,72,Female,Giza,0.9,0,Vodafone,,,0.0,,0,0,2017,No internet coverage,55+,17.1
2772,2773,2773,29,Female,Cairo,0.95,1,Etisalat,Fixed Broadband,Etisalat Extreme,5.3,Work,620,100,2017,IS_Internet_User,25-34,15.8
2773,2774,2774,53,Male,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.1,Communication,150,15,2023,IS_Internet_User,45-54,14.0
2774,2775,2775,52,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,2.7,News,130,15,2017,IS_Internet_User,45-54,12.0
2775,2776,2776,23,Male,Upper Egypt,0.4,1,Vodafone,Fixed Broadband,Vodafone Max,8.0,Streaming,650,100,2017,IS_Internet_User,15-24,12.0
2776,2777,2777,37,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,3.4,News,120,10,2015,IS_Internet_User,35-44,12.0
2777,2778,2778,55,Male,Delta,0.6,1,WE,Mobile Data,WE Mobile 40GB,1.8,News,200,20,2015,IS_Internet_User,55+,14.0
2778,2779,2779,45,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.0,Communication,410,40,2021,IS_Internet_User,45-54,14.0
2779,2780,2780,46,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 40GB,2.7,News,230,25,2016,IS_Internet_User,45-54,15.8
2780,2781,2781,29,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,4.4,Social Media,420,40,2018,IS_Internet_User,25-34,14.0
2781,2782,2782,26,Male,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 40GB,5.6,Social Media,230,25,2018,IS_Internet_User,25-34,14.0
2782,2783,2783,65,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 80GB,2.3,News,410,40,2015,IS_Internet_User,55+,12.0
2783,2784,2784,45,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,3.0,Communication,130,15,2017,IS_Internet_User,45-54,14.0
2784,2785,2785,15,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,5.8,Social Media,200,20,2022,IS_Internet_User,15-24,12.0
2785,2786,2786,16,Female,Upper Egypt,0.4,1,Orange,Mobile Data,Orange Go 20GB,5.6,Social Media,140,15,2021,IS_Internet_User,15-24,12.0
2786,2787,2787,29,Female,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.5,Social Media,410,40,2019,IS_Internet_User,25-34,15.8
2787,2788,2788,16,Male,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,7.0,Streaming,250,30,2022,IS_Internet_User,15-24,14.0
2788,2789,2789,23,Female,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,5.7,Social Media,350,30,2015,IS_Internet_User,15-24,17.1
2789,2790,2790,71,Female,Giza,0.9,1,Vodafone,Fixed Broadband,Vodafone Max,3.5,News,650,100,2021,IS_Internet_User,55+,17.1
2790,2791,2791,72,Female,Delta,0.6,0,Orange,,,0.0,,0,0,2023,No internet coverage,55+,14.0
2791,2792,2792,54,Male,Alexandria,0.92,1,Vodafone,Mobile Data,Vodafone Red 40GB,3.9,News,260,25,2023,IS_Internet_User,45-54,13.7
2792,2793,2793,28,Male,Delta,0.6,0,WE,,,0.0,,0,0,2022,No internet coverage,25-34,14.0
2793,2794,2794,53,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,45-54,14.0
2794,2795,2795,16,Female,Giza,0.9,1,Etisalat,Fixed Broadband,Etisalat Extreme,6.4,Streaming,620,100,2022,IS_Internet_User,15-24,17.1
2795,2796,2796,16,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,6.3,Streaming,120,10,2017,IS_Internet_User,15-24,12.0
2796,2797,2797,15,Male,Cairo,0.95,1,WE,Fixed Broadband,WE Silver,7.7,Gaming,400,50,2021,IS_Internet_User,15-24,15.8
2797,2798,2798,25,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 20GB,4.9,Work,120,10,2017,IS_Internet_User,25-34,15.8
2798,2799,2799,16,Male,Giza,0.9,1,WE,Fixed Broadband,WE Silver,7.4,Streaming,400,50,2022,IS_Internet_User,15-24,17.1
2799,2800,2800,32,Female,Delta,0.6,1,WE,Fixed Broadband,WE Bronze,5.4,Social Media,250,30,2024,IS_Internet_User,25-34,14.0
2800,2801,2801,17,Male,Cairo,0.95,1,Vodafone,Fixed Broadband,Vodafone Max,7.9,Social Media,650,100,2019,IS_Internet_User,15-24,15.8
2801,2802,2802,57,Male,Delta,0.6,1,Vodafone,Fixed Broadband,Vodafone Basic,2.7,News,200,30,2017,IS_Internet_User,55+,14.0
2802,2803,2803,47,Female,Alexandria,0.92,1,Orange,Mobile Data,Orange Go 80GB,4.1,Communication,420,40,2015,IS_Internet_User,45-54,13.7
2803,2804,2804,19,Female,Giza,0.9,1,Etisalat,Mobile Data,Etisalat Mix 20GB,6.7,Gaming,130,15,2019,IS_Internet_User,15-24,17.1
2804,2805,2805,50,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,3.6,News,200,20,2015,IS_Internet_User,45-54,12.0
2805,2806,2806,34,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 40GB,4.5,Streaming,200,20,2024,IS_Internet_User,25-34,12.0
2806,2807,2807,25,Female,Cairo,0.95,0,WE,,,0.0,,0,0,2018,No perceived need,25-34,15.8
2807,2808,2808,50,Male,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 40GB,3.5,News,260,25,2019,IS_Internet_User,45-54,12.0
2808,2809,2809,22,Female,Alexandria,0.92,1,WE,Mobile Data,WE Mobile 80GB,7.8,Social Media,350,30,2015,IS_Internet_User,15-24,13.7
2809,2810,2810,25,Female,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 80GB,4.5,Work,410,40,2022,IS_Internet_User,25-34,14.0
2810,2811,2811,38,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.3,Work,150,15,2015,IS_Internet_User,35-44,12.0
2811,2812,2812,70,Female,Delta,0.6,1,WE,Fixed Broadband,WE Start,1.7,News,140,10,2015,IS_Internet_User,55+,14.0
2812,2813,2813,54,Male,Alexandria,0.92,1,Vodafone,Fixed Broadband,Vodafone Basic,3.2,Communication,200,30,2020,IS_Internet_User,45-54,13.7
2813,2814,2814,60,Male,Delta,0.6,1,Orange,Mobile Data,Orange Go 20GB,2.3,Communication,140,15,2022,IS_Internet_User,55+,14.0
2814,2815,2815,35,Male,Cairo,0.95,1,Etisalat,Mobile Data,Etisalat Mix 20GB,5.1,Work,130,15,2021,IS_Internet_User,35-44,15.8
2815,2816,2816,44,Male,Cairo,0.95,1,WE,Mobile Data,WE Mobile 40GB,3.9,News,200,20,2023,IS_Internet_User,35-44,15.8
2816,2817,2817,24,Female,Delta,0.6,0,No is Sim Owner,,,0.0,,0,0,2019,Cannot afford device,15-24,14.0
2817,2818,2818,28,Female,Cairo,0.95,1,WE,Mobile Data,WE Mobile 80GB,6.3,Streaming,350,30,2024,IS_Internet_User,25-34,15.8
2818,2819,2819,72,Female,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 40GB,2.5,News,230,25,2019,IS_Internet_User,55+,12.0
2819,2820,2820,52,Male,Alexandria,0.92,0,No is Sim Owner,,,0.0,,0,0,2024,Physical disability,45-54,13.7
2820,2821,2821,53,Male,Upper Egypt,0.4,1,WE,Fixed Broadband,WE Bronze,4.7,Communication,250,30,2018,IS_Internet_User,45-54,12.0
2821,2822,2822,26,Female,Giza,0.9,1,Orange,Mobile Data,Orange Go 20GB,4.2,Streaming,140,15,2018,IS_Internet_User,25-34,17.1
2822,2823,2823,47,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,2.8,Communication,150,15,2022,IS_Internet_User,45-54,12.0
2823,2824,2824,29,Male,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,5.4,Work,130,15,2021,IS_Internet_User,25-34,12.0
2824,2825,2825,53,Female,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,2.9,News,350,30,2022,IS_Internet_User,45-54,12.0
2825,2826,2826,48,Female,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 80GB,4.2,Communication,450,40,2023,IS_Internet_User,45-54,15.8
2826,2827,2827,23,Male,Giza,0.9,1,Vodafone,Mobile Data,Vodafone Red 20GB,5.2,Social Media,150,15,2021,IS_Internet_User,15-24,17.1
2827,2828,2828,29,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,5.1,Work,140,15,2022,IS_Internet_User,25-34,15.8
2828,2829,2829,32,Female,Delta,0.6,1,Vodafone,Mobile Data,Vodafone Red 40GB,6.5,Streaming,260,25,2020,IS_Internet_User,25-34,14.0
2829,2830,2830,36,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 20GB,4.0,News,120,10,2024,IS_Internet_User,35-44,17.1
2830,2831,2831,35,Female,Giza,0.9,1,WE,Fixed Broadband,WE Silver,4.6,Streaming,400,50,2019,IS_Internet_User,35-44,17.1
2831,2832,2832,45,Male,Delta,0.6,1,Etisalat,Mobile Data,Etisalat Mix 20GB,3.9,Communication,130,15,2016,IS_Internet_User,45-54,14.0
2832,2833,2833,22,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 20GB,6.9,Social Media,120,10,2017,IS_Internet_User,15-24,12.0
2833,2834,2834,40,Female,Delta,0.6,0,WE,,,0.0,,0,0,2021,No perceived need,35-44,14.0
2834,2835,2835,45,Female,Cairo,0.95,1,Orange,Fixed Broadband,Orange Ultra,4.4,News,600,100,2018,IS_Internet_User,45-54,15.8
2835,2836,2836,65,Male,Upper Egypt,0.4,1,WE,Mobile Data,WE Mobile 80GB,3.1,News,350,30,2015,IS_Internet_User,55+,12.0
2836,2837,2837,16,Female,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2024,Cannot afford device,15-24,15.8
2837,2838,2838,30,Male,Cairo,0.95,0,No is Sim Owner,,,0.0,,0,0,2021,Cannot afford device,25-34,15.8
2838,2839,2839,25,Male,Cairo,0.95,1,Orange,Mobile Data,Orange Go 20GB,4.4,Work,140,15,2020,IS_Internet_User,25-34,15.8
2839,2840,2840,24,Female,Delta,0.6,1,Orange,Mobile Data,Orange Go 80GB,5.6,Social Media,420,40,2019,IS_Internet_User,15-24,14.0
2840,2841,2841,35,Male,Alexandria,0.92,1,Orange,Fixed Broadband,Orange Extra,5.9,Streaming,330,50,2022,IS_Internet_User,35-44,13.7
2841,2842,2842,44,Female,Upper Egypt,0.4,0,Etisalat,,,0.0,,0,0,2015,No internet coverage,35-44,12.0
2842,2843,2843,18,Female,Upper Egypt,0.4,1,Etisalat,Mobile Data,Etisalat Mix 20GB,6.6,Gaming,130,15,2019,IS_Internet_User,15-24,12.0
2843,2844,2844,24,Male,Giza,0.9,1,WE,Mobile Data,WE Mobile 80GB,5.3,Social Media,350,30,2015,IS_Internet_User,15-24,17.1
2844,2845,2845,49,Female,Upper Egypt,0.4,1,Vodafone,Mobile Data,Vodafone Red 20GB,3.3,Communication,150,15,2016,IS_Internet_User,45-54,12.0
2845,2846,2846,36,Female,Delta,0.6,1,WE,Mobile Data,WE Mobile 20GB,4.5,News,120,10,2024,IS_Internet_User,35-44,14.0
2846,2847,2847,24,Male,Upper Egypt,0.4,1,Etisalat,Fixed Broadband,Etisalat Power,7.5,Streaming,340,50,2020,IS_Internet_User,15-24,12.0
2847,2848,2848,73,Male,Cairo,0.95,1,Vodafone,Mobile Data,Vodafone Red 40GB,2.1,Communication,260,25,2021,IS_Internet_User,55+,15.8
